Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,AccountId
1231513,224,1330111923837,Ben,1585798570823,,,,21,72,0,,,1276334
1231921,33,1330130112673,TNM Technologies,1670598993753,,France,"<p>Software engineer<br /></p>
<p>Software development and design for large PBX system, Mobile interactive TV, OMA BCAST, jquery mobile webapp, and LTE/eMBMS.<br ></p>
<p>Java/J2EE, Junit, EasyMock, jboss/jetty, REST, HTTP<br />
OOP, design patterns,<br />
Wicket, Struts,<br />
XML, XSL, XSD, XPath, JSON,<br />
HTML5, CSS3, javascript, jQuery, jQuery mobile, jQTouch, google analytics<br />
C/C++, SQL<br />
Unix, bash</p>
",9,2,0,,,1276850
1233408,77,1330232645773,maktab,1342020389193,,,,190,0,0,,,1278800
1233794,1462,1330260090740,The Man,1392386937867,,,"<p>Master programmer</p>
",146,22,5,,,1279292
1815588,431,1352608453060,Chelsea,1517240264363,,,,54,2,0,,,2032234
1816852,11,1352675991267,hhaider,1494959335340,,,,4,0,0,,,2034025
1818263,37,1352729189357,user1818263,1364993227880,,,,15,3,0,,,2035907
1819175,1285,1352751103310,Ryan Linton,1617318904973,,"Portland, OR, United States","<p>Former developer of <a href=""https://infinite.red/"" rel=""nofollow noreferrer"">Infinite Red</a>, a mobile app/website design and development company based near San Francisco, CA, and Portland, Oregon. Current engineer at <a href=""https://bravecare.com/"" rel=""nofollow noreferrer"">Brave Care</a>, a group of kid-only urgent cares that create a comfortable environment for little ones and reduce the stress and cost of emergency medicine for parents.</p>
",56,73,4,,,2037075
1819547,11,1352762838147,user1819547,1352908584800,,,,11,0,0,,,2037574
1821051,15,1352816585727,ray.sutton,1554751407220,,,,2,0,0,,,63433
1821758,21,1352832433990,user1821758,1381416200350,,,,8,0,0,,,2040403
1824342,61,1352910961227,Mark Hensler,1548868484507,,,,5,4,0,,,2043755
1826060,43,1352968758720,Ross,1386541032970,,,,7,1,0,,,2046000
1827422,195,1353000164763,billhubb84,1617329401953,,"Omaha, NE, United States",,9,11,0,,,2047698
1503282,51,1341474665080,manoj janardhan,1350554611613,,,,13,0,0,,,1628235
1503445,13,1341478881363,A.H,1409058077933,,,,3,0,0,,,1628434
1503545,1,1341481059163,Albu Stefan,1569090875233,,,,2,0,0,,,1628542
1503880,663,1341488879070,Patrick Keane,1579138953070,,,,133,38,2,,,1628930
1504826,491,1341511167480,Paweł Skorupiński,1557507165920,,"Barcelona, Spain",,57,81,0,,,1630088
1509606,169,1341724737670,constantine g,1532744578967,http://www.devbible.com/author/5/Konstantin_Gakhovich/,New Zealand,"<p>Always looking for better ways to do things. Eliminating black boxes as much as possible. Thriving on complexity. Making it simple by streamlining. Getting into the heart and soul, minute details of every subject.</p>

<ul>
<li>.NET, C#, LINQ, Reflection, Expression Trees, IL, meta programming, multi-threading.</li>
<li>JS, closures, DOM scripting, animation, interaction, JSON, AJAX, JQuery, UIs, browser compatibility</li>
<li>HTML5, WebSockets, SignalR, WebRTC.</li>
<li>ASP.NET, MVC, IIS, RPC, sockets, client-server</li>
<li>SQL Server, T-SQL, SPs, UDF, DBA, replication, filestreams, triggers</li>
</ul>
",29,9,0,,,1636195
1511646,569,1341828155453,Dam,1683294605730,,,,65,123,1,,,1638805
1511981,1,1341837395330,nips,1341837395330,,,,1,0,0,,,1639193
1512512,143,1341849950830,Dave Bakker,1563112899877,,,,19,0,0,,,1639845
1513142,31,1341868531583,user1513142,1367957770377,,,,4,0,0,,,1640627
1516626,1,1341981500153,Shah Zaman,1343121450677,,,,0,0,0,,,1644934
1520876,26,1342098827367,sunny,1342099756147,,,,0,0,0,,,1650100
1522143,223,1342131198897,Fevicks,1358065083143,,India,"<p>iPhone Developer</p>
",24,5,1,,,1651674
1524459,181,1342207059567,ShaneK,1673299715873,,Erf,,31,30,0,,,1654576
1526257,2000,1342309764337,HenningCash,1683303569853,,,,1733,196,7,,,1656985
1529801,9,1342464850347,100grammist,1683401536427,,,,15,0,0,,,1661622
1529924,866,1342468104103,dom,1636397589187,https://codesubmit.io,,"<p>Co-Founder @ <a href=""https://codesubmit.io"" rel=""nofollow noreferrer"">CodeSubmit</a></p>
",613,7,0,,,1661771
1530243,5,1342479284607,mashumafi,1579727032047,http://mashumafi.com,Philadelphia,,14,0,0,,,1662181
1530370,13,1342486181947,user1530370,1342488162680,,,,3,0,0,,,1662334
1531189,1410,1342514861623,Demarsch,1683321136800,,"Moscow, Russia","<p>I have over 7 years experience in desktop software development using Microsoft technologies. I specialize in building nice UI using WPF but also has a solid background in building all kind of back-end soft utilizing knowledge of OOP, design patterns and huge variety of 3rd party libs</p>
",180,436,29,,,1663306
1531538,287,1342523266043,Uma rajendran,1364380576070,,,,109,28,0,,,1663711
1532061,1,1342534513173,user1532061,1342732019883,,,,1,0,0,,,1664337
1533578,37,1342584915143,user1533578,1641671850613,,,,27,3,0,,,1666254
1533628,57,1342587295927,Xavier D,1343265767670,,,,18,16,0,,,1666315
1534136,161,1342600475157,Matteo Murgida,1528878213130,,,,31,21,0,,,1666919
1536357,11,1342653804483,John Pitcairn,1343868384820,,,,6,0,0,,,1669659
1536652,134,1342667829143,Samitha,1348726253420,http://www.tutspack.com,Sri Lanka,"<p>Plays with maths &amp; code. Passionate about experimenting and learning new things. Fascinated by astrophysics and science in general.</p>
",75,11,0,,,1670031
1536806,3,1342674427203,user1536806,1342692274663,,,,4,0,0,,,1670225
1539149,11,1342732236283,Kelly B,1343337841263,http://www.saltinteractive.com,,,0,0,0,,,1673083
1539342,83,1342739987577,Japz,1654155026157,,,"<p>Still learning programming...</p>
",54,2,0,,,1673329
1542317,11,1342854970567,Rajendra Badri,1342854970567,http://htpp://www.ovalmind.com,,,0,0,0,,,1677045
1543229,615,1342904768287,Arslan Bilal,1671438790233,,,,82,4,1,,,1678220
1545052,216,1343023699820,snorris,1604710173813,,"Tucson, AZ",,13,2,0,,,1680776
1549844,659,1343162781830,KLDavenport,1633105782117,http://kldavenport.com,Seattle,"<p>Always eager to learn.</p>
",418,162,9,,,1686712
1550263,21,1343181039180,cbridenstine,1368320561100,,,,6,0,0,,,1687248
1550270,589,1343181323033,Arihant,1682873075203,,,,79,248,3,,,939134
1551761,183,1343222725323,Fedor T.,1542550472837,,,,11,3,0,,,1689032
1554250,11,1343297155560,user1554250,1368187470083,,,,3,0,0,,,1373310
1554397,328,1343300581897,Blocked,1679978621043,,,,194,109,3,,,554627
1554672,1,1343305876890,rene.auren,1352722571463,,,,0,0,0,,,1692592
1554895,33,1343310339730,Tuğrul Alpdoğan,1399722292187,,,,23,3,0,,,1692854
1557282,1,1343382435120,user1557282,1343383539720,,,,1,0,0,,,1695902
1558209,43,1343406009253,Psmith,1679407823063,,,,4,1,0,,,1697051
1561132,156,1343575226397,Biranit Goren,1629968093593,http://rgbmedia.org,,"<p>Highly skilled web developer, with a rich experience at developing and running successful websites in the USA, Europe and Middle East.</p>
",26,6,0,,,1266035
1561269,11572,1343582131083,Jerska,1683335779253,,,,697,1395,57,,,1701274
1562568,1,1343641925707,Bruno Willems,1346867551420,,,,1,0,0,,,1702925
1563129,48,1343656294460,althras,1672330431307,,,,11,21,0,,,1703603
1563994,31,1343678064083,Eleo,1591940770103,http://www.spinetta.tech,"Itoshima, Fukuoka, Japan",,31,1,0,,,1704674
1564772,221,1343712912760,bei,1429375985177,,,"<p>Android developer</p>
",12,0,0,,,1705690
1565438,2027,1343730893217,mazieres,1655360367450,https://antonomase.fr/,Milky Way,,107,133,3,,,1706485
1567558,1435,1343796333107,Timmy,1357622201517,,,,6,0,0,,,1709171
1568290,73,1343816188193,raman,1572786293430,,,,10,0,0,,,1710045
1571834,991,1343920236000,erroric,1682613151250,,"Sudbury, Canada","<p>I'm just a (mostly) hairless monkey making my way through the world and occasionally coding for a living. </p>
",122,1241,0,,,1714429
1573807,713,1343988857777,Shekh Akther,1682578067417,,"Nieuwegein, Netherlands",,59,71,0,,,1716930
1575974,3,1344077956927,N.K.K.,1617093549160,,,,5,0,0,,,1719737
1578888,13,1344246790587,functionalcoder,1534919403677,,,,3,0,0,,,1723573
1582425,1274,1330689006720,Jarek.D,1683305286117,,,,100,27,26,,,1293309
1583240,11,1344381093870,user1138,1345742809540,,,"<p>slowly teaching myself Ruby and Python</p>
",7,0,0,,,1729286
1583871,11,1344409835720,user1583871,1355374513743,,,,2,0,0,,,1730099
1583920,227,1344410849500,user1583920,1546357505733,,,,13,0,0,,,1730154
1584826,47,1344432068820,Talkar,1633676179900,http://tommyarne.dk/,,,7,5,0,,,1731261
1585766,38,1344454353993,Noa Johan Thorstensson,1648231501670,,,,57,8,0,,,1732445
1587535,99,1344515805927,Wolly Wombat,1682604925180,,Warsaw,,37,105,0,,,1734695
1587921,1,1344523841837,Sly1024,1351250710183,,,,1,0,0,,,1735184
1588623,11,1344542295730,Kian Sheik,1346527154427,,,,10,0,0,,,1736081
1589564,26,1344583188587,Sudhakar N,1458033996647,,,,4,0,0,,,1737312
1589941,31,1344593444093,sneci,1516084320203,,,,5,0,0,,,1737781
1236035,327,1330360418003,TheLonelyGhost,1630435146500,https://www.thelonelyghost.com/,"Indianapolis, IN, United States","<p>I am a developer with a focus on openness: open source, open information, open honesty. Being a polyglot, I choose the right tool for the job. Often this leads me toward Ruby, JavaScript, open web standards, and one of many GNU/Linux operating systems.</p>
<p>Communication is difficult, no matter the organization. That super-secret project you work on that your coworker isn't allowed to know about doesn't encourage collaboration; neither does the cryptic wall of code without so much as a comment for documentation. These may seem necessary, but in my experience they mark an unsustainable, &quot;good enough&quot; internal standard.</p>
<p>My career goal is to squash that &quot;good enough&quot; standard, facilitating open flow of information within an organization from point A to point B. I look for ways to streamline communication and to make the original intent of code, documentation, or whatever else I work with be indisputably obvious.</p>
",60,69,0,,,1282164
1240140,26,1330515767110,Constantin Wiemer,1507473567777,,,,3,0,0,,,1287317
1241424,113,1330556162450,agmao,1335181965383,,,,17,0,0,,,1288931
1242116,1,1330588668727,Claire Wuoti,1332639132327,,,,4,0,0,,,1289809
1242140,1,1330589428603,frank,1330589428603,,,,1,0,0,,,1289839
1245505,89,1330704961617,webewitch,1378657633453,http://www.fuerteventura.com,Canary Islands,,16,5,0,,,1293958
1247581,1702,1330825054603,theartofrain,1682568376500,,"Seattle, WA",,98,181,1,,,1296708
1248368,11,1330880934727,coolguy,1330880934727,,,,0,0,0,,,1297744
1251804,31,1331026079693,jannatul alia,1369919889187,,,,19,1,0,,,1302103
1252652,68,1331049243813,Gerry Koh,1597780616663,,,,6,89,0,,,1303122
1253189,2457,1331065732263,Tom Pinchen,1683286294243,,,,223,295,0,,,1303787
1253545,23,1331081025677,Maximilian,1432005112443,,,,4,0,0,,,1304243
1255028,9,1331133762907,spadge,1331134680243,,,,5,0,0,,,1306044
1255147,2455,1331136396430,clarus,1619299676907,,"New Hampshire, United States","<p>I've developed software on Apple products since the Apple ][, worked at Apple doing Mac dev tech support &amp; system software architecture design/engineering, wrote for Inside Mac and develop magazine, if you're old enough to remember those.</p>

<p>These days, I'm developing software for macOS/iOS/tvOS/watchOS/whateversNextFromAppleOS from New Hampshire.</p>

<p>I don't sleep much because days are too short.
I like ducks (but not to eat).</p>

<p>Pet peeves: people who leave their dirty dishes on the floor.</p>
",92,12,24,,,1306185
1255162,1258,1331136829357,user1255162,1656654188310,,,,69,129,3,,,1306205
1257548,26,1331225309233,Tomato,1333029430287,,,,0,0,0,,,1309179
1260959,143,1331380013783,John Santos,1412699821140,,,,12,2,0,,,1313486
1261324,11,1331400998260,Farid,1331400998260,,,,0,0,0,,,1313972
1261628,526,1331419452890,James Manes,1678644358207,https://jmanes.com/,"Kansas City, MO, USA","<p>Master of Science from the <a href=""https://ucmo.edu/"" rel=""nofollow noreferrer"">University of Central Missouri</a>.</p>
",147,243,9,,,1314379
1261696,11,1331426312850,Jeffrey R. Fox,1331427251227,,,,4,0,0,,,1314486
1262412,11,1331477876303,Tony,1663329123850,,,"<p>just keep coding</p>
",12,0,0,,,1315414
1263002,1,1331509698057,jshort,1387612665210,,,,4,0,0,,,1316217
1263940,31,1331550417377,Sanjay Arora,1553686129023,,,,8,0,0,,,1317365
1266814,401,1331651194370,Simon Delicata,1683187754220,,,"<p>A long-serving Lotus Domino designer, long suffering Java developer,  and evolving-primate Python user.<br>
I'll shape myself to almost any problem, including home diy, building heating systems, and sticky bread dough.</p>
",57,19,1,,,1320966
1266881,31,1331652901663,Ray Li,1379191121150,,,,3,0,0,,,1321056
1266975,5,1331655444687,Leadhood,1681999122507,,,,11,0,0,,,1321174
1268786,344,1331722604867,Tony B,1683193122740,,,"<p>i like coding! on my way to a pro ;-)</p>
",40,10,1,,,1323466
1269040,670,1331729986167,sup,1683450548287,,,,219,99,0,,,502660
1269874,1,1331751517087,Panwar22,1362964799497,,,,1,0,0,,,1324801
1271660,1,1331818622880,user1271660,1331894864323,,,,0,0,0,,,1327040
1271862,994,1331823859650,glormph,1675770800480,,,,42,34,1,,,1327294
1272440,31,1331839188750,Andrew Schmitt,1557168406133,http://andrewjschmitt.net,New Jersey,"<p>Junior Web Developer</p>
",8,0,0,,,1328009
1274408,11,1331912444310,coolandy28,1360577753880,,,,3,0,0,,,1330347
1607635,741,1345227298907,Andrew Berg,1524663300437,http://andrewberg.com,,,42,24,0,,,1760332
1607941,363,1345238360870,Vassilis De,1605990764633,,,,67,77,0,,,1760746
1615242,81,1345580156403,Parker Holt Bossier,1554749030877,,,,23,0,0,,,1770303
1615595,1737,1345594697687,dohmoose,1612410909483,,Australia,"<p>Love to program and apply the correct principles to software development.</p>
",37,5,1,,,1770769
1615967,21,1345613722307,user1615967,1346954094847,,,,9,0,0,,,1771267
1616543,526,1345628602640,Shivani,1680516130523,http://ecommerce-tech-hub.blogspot.in/,"Bengaluru, India",,85,9,0,,,1771927
1618397,103,1345681083253,Khalid Mahmoud,1363816193920,,,,6,1,0,,,1774293
1619467,712,1345718044620,Grzegorz Matyszczak,1679261273823,,,,34,8,1,,,1775631
1620786,1,1345748956993,Marcel Krammer,1348355690227,,,,2,0,0,,,1777241
1621371,76,1345772222563,Amadou N.,1354906927660,,,,2,0,0,,,1777981
1623039,33,1345822219057,Lucas Azevedo,1683189054540,,,,3,9,0,,,1780064
1623497,26,1345834865890,lolorivera,1614109320953,http://www.arriva-it.com,Mexico,"<p>Senior Php, javascript, JQuery developer with some knowledge of iOS´s xcode </p>
",2,0,0,,,1780654
1624703,1,1345908693363,user1624703,1345911031083,,,,2,0,0,,,1782304
1625723,1,1345978885653,user1625723,1676268667937,,,,5,0,0,,,1783704
1626170,1290,1346005166883,ravi,1682342222953,,,,42,50,1,,,1784233
1909745,25,1355742468620,Nav,1430889935803,,,,17,0,0,,,2154128
2368687,297,1368160883623,aladeen,1683303313357,,"Munich, Germany","<p>Just a curious data enthusiast trying out everything that comes on my way</p>
",21,32,0,,,2745805
1932530,439,1356624529647,kim yong bin,1674235211510,,"Seoul, South Korea","<p>I enjoy coding.</p>
",13,8,0,,,2183609
1933430,1,1356658043407,IT Helper,1356658043407,,,,0,0,0,,,2184788
1934397,113,1356694710397,Andy,1643100480913,,Italy,"<p>Undergrad at the University of Milan</p>
",6,2,0,,,509185
1935299,2087,1356724386807,Shinnyx,1683318954160,http://stackoverflow.com,Canada,"<p>I started my career as an Android dev in 2012, then switched to iOS. Never looked back.</p>
",70,218,56,,,2187138
1935657,11,1356740623987,Luis Fl,1356972243627,,,,3,0,0,,,2187638
1936174,1,1356773332140,Darshan marathe,1357893945823,http://darshanmarathe.blogspot.com,,,7,0,0,,,2188349
1938650,818,1356907165557,Michael Dunn,1423290357500,,,,54,0,0,,,2191828
1940020,1,1356974868630,user1940020,1375736128017,,,,3,0,0,,,2193726
1942049,11,1357104782503,user1942049,1433753386923,,,,6,0,0,,,2196571
1942743,3,1357126771077,user1942743,1377056456377,,,,4,0,0,,,2197445
1946021,13,1357227660450,Sebastian Vancea,1380289004233,,,,11,0,0,,,2201803
1946758,143,1357245337163,user1946758,1594393499697,,,,9,0,0,,,2202783
1951096,687,1357393273003,asiop,1683121939913,,Israel,"<p>I love to throw exceptions</p>
",49,98,19,,,2208518
1951202,11,1357397319207,billyLumberjack,1602144603867,,Italy,,5,0,0,,,2208656
1951967,4454,1357428060803,Jesus Dimrix,1683116241443,,,"<p>i am sexy and i know it ! and android developer .</p>
",353,201,4,,,2209744
1957898,1,1357643761923,user1957898,1650627429433,,,,0,0,0,,,2217666
1957926,291,1357644372907,dzielins42,1627296375937,,,,75,4,0,,,2217702
1958677,1,1357660482747,user1958677,1430816434600,,,,2,0,0,,,2218659
1958863,1,1357664257553,sfxzeus,1359566484287,,,,0,0,0,,,2218897
1959035,11,1357668017307,drei34,1680431099707,,,,9,0,0,,,2219122
1959779,11,1357691266327,cachu82,1357709605630,,,,5,0,0,,,2220226
1960832,1,1357724448070,user1960832,1663231594000,,,,0,0,0,,,2221574
1966343,1,1357813538297,semax,1478732841367,http://www.elmot.ug,Kampala Uganda,"<p>Web Developer</p>
",31,0,0,,,2228038
1967369,3,1357834520950,Matt Tomlinson,1487694767380,,,,4,0,0,,,2229364
1968899,36,1357880310827,user1968899,1367204335940,,,,1,0,0,,,2231455
1970933,1,1357930281440,Esteban Dmt Soto,1386456674847,,,,26,0,0,,,2234041
1971067,1,1357934032937,Pranav Parulekar,1586701705207,,"Mumbai, Maharashtra, India","<p>I am Software Engineer with Mid-level experience in Web Application Development. I'm proficient in PHP, MVC framework (CodeIgniter), NodeJS, MySQL, Redis, MongoDB.</p>
",12,0,0,,,2101439
1980094,25,1358249278060,Rick,1562251679683,,,,4,2,0,,,2246970
1982873,11,1358324211353,blachab,1391671253197,https://twitter.com/blachab,Germany,"<p>Software programmer</p>
",3,0,0,,,1871658
1991254,11,1358530238477,ejm2095,1411345524480,,,,4,0,0,,,2261196
1995368,476,1358714318663,matpb,1645828953083,https://matpb.com,Canada,"<p>Self-taught programmer from Canada, working mostly with PHP (Laravel), Javascript (VueJS) and MySQL. Quick learner, sometimes on the autistic side of over-focusing (you know, forgetting to eat because of that never-ending coding loop...).</p>
<p>I wish I had a coding mentor to look at my code and point out the flaws or giving me random challenges once in a while.</p>
<p>I also wish days had 36 hours...</p>
",31,31,3,,,2266959
1996507,71,1303137842083,Nick 'BadAttitude' Gibson,1677152172820,,,,37,13,0,,,367422
1997319,1,1358777545360,user1997319,1366287678777,,,,1,0,0,,,2269513
1997624,65,1358784314080,rastaboym,1382453179873,,,,8,0,0,,,2269917
1998912,1,1358823244243,user1998912,1521316293503,,,,2,0,0,,,2271693
2000759,9,1358866852577,user2000759,1392051449373,,,,8,0,0,,,2274006
2001913,21,1358891715930,user2001913,1616854959147,,,,38,0,0,,,2275539
2002516,3,1358913437523,user2002516,1436125969863,,,,2,0,0,,,2276377
2005798,191,1358986567173,user2005798,1362770337650,,,,2,0,0,,,2280624
2010490,141,1359107359483,Beebrabie,1397154359313,,,,74,0,0,,,2286661
2015046,11,1359267489327,CQ user,1360347458587,,,,7,0,0,,,2292726
2016932,4344,1359347223043,Sameera R.,1680588053107,,"Colombo, Sri Lanka","<p>Senior Software engineer @ QualitApps Asia pvt ltd</p>
",487,3369,2,,,2295371
2017451,11,1359361321217,user2017451,1359362292830,,,,2,0,0,,,2296035
2019767,11,1359410825510,user2019767,1359863651207,,,,2,0,0,,,2299017
2022730,25,1359482996277,Jason Quinn,1528861473897,,,,15,0,0,,,2302792
2023564,26,1359504292690,Ylnyorulmaz,1485095988533,,,"<p>Solid c# and .net background. Experience in nodejs and its middlewares. Expert in html5,css3 and javascript / jquery</p>
",1,0,0,,,2303872
2023698,21,1359509463953,Seidhkona,1683222477567,,,,3,2,0,,,2304044
2023847,1,1359515583003,Matt Bright,1443748191337,,,,1,0,0,,,2304242
2025645,13,1359555040663,lawwelj,1410371595157,,,,10,0,0,,,2306459
2025805,21,1359557683777,user2025805,1398783744673,,,,4,0,0,,,2306665
2027558,39,1359596385167,Jason Pell,1683189568010,,Australia,,19,1,0,,,2308945
2028705,935,1359628547310,Keaz,1683442740617,https://medium.com/@kasunranasinghe303,Sri Lanka,"<p>I am a Technical Specialist at John Wiley &amp; Sons, Inc. I have good knowledge about JAVA technologies, Spring Boot, Microservices (Netflix Eureka), Docker, Linux, Angular, Keycloak, Jenkins, Spinnaker, k8s.</p>
",155,49,3,,,2310465
2028913,127,1359632799043,user2028913,1363719927473,,,,5,0,0,,,2310725
2030101,7,1359655406440,meringue,1362478617020,,,,2,0,0,,,2312217
2030436,59,1359663121940,Robin Schultz,1375918120753,http://cunae.com,"Clermont, FL","<p>I have been a developer since 2007 (primarily working in web), working with pretty much any and every technology that I've been able to get my hands on. I primarily have experience in:</p>

<ul>
<li>Java/JSP</li>
<li>PHP</li>
<li>C/C++</li>
<li>Objective-C</li>
<li>HTML 4/5</li>
<li>CSS 2/3</li>
<li>ActionScript 3.0</li>
<li>JavaScript</li>
</ul>

<p>You can view my <a href=""http://cunae.com"" rel=""nofollow"">personal website</a> or follow me on Twitter at the handler @anigenero</p>
",16,0,0,,,2312652
2031162,31,1359685465807,Public Escobar,1432099494443,,,,7,0,0,,,2313613
2031605,35,1359701510173,Loztaz,1363826446203,,,,5,4,0,,,2314214
2031724,63,1359704369640,Marten Terblanche,1679629871630,http://martenterblanche.co.za/,"Century City, Cape Town, Western Cape, South Africa",,13,50,0,,,2314358
2033252,458,1359737019060,Sherd,1682619032210,,St. Louis,"<p>Working as a software engineer. My primary tools for the job are Python, Django, C/C++, PostgreSQL and JavaScript/React in GCP or AWS. Hold a Master of Science in Computer Science and a Bachelor of Science in International Business and Management.</p>
",47,173,3,,,2316249
2033898,109,1359751575343,Jacob,1418246194407,,,,3,1,0,,,2317087
2035618,747,1359824618193,Prvaak,1683272297660,,,,22,58,0,,,2319412
2035785,969,1359830156713,Kevin,1683402778670,http://kevindias.com,,"<p>Bitbucket: <a href=""https://bitbucket.org/dias.kev"" rel=""nofollow noreferrer"">https://bitbucket.org/dias.kev</a></p>

<p>Github: <a href=""https://github.com/kevindias"" rel=""nofollow noreferrer"">https://github.com/kevindias</a></p>
",287,31,1,,,2319647
2037239,1,1359900063020,Wong Jia Min Jacey,1359905786387,,,,40,0,0,,,2321670
2038397,21,1359946052623,Adam Gamble,1361564457510,,,,3,0,0,,,2323321
2039169,21,1359971202033,prashant,1378447601490,,,,1,0,0,,,2324308
2039765,192,1359984898017,Steve Royall,1679052233613,,UK,"<p>Ageing front end web dev, (I was 36 when the web was invented), trying to keep up with the cool kids.</p>
",14,23,1,,,2325055
2040074,634,1305055302817,user2040074,1557527038780,http://cloudlastics.com,NYC,"<p>I have been working in the technology field for over 10 years I am currently working for a software company in NYC. My technical background is in Amazon AWS,Windows Azure, VMware,SQL and Exchange. I got involved in cloud computing about a year ago architecting solutions and SaaS services in the cloud and have since been hooked on the technology and the possibilities it brings for SMB's and Enteprises.</p>
",61,2,0,,,388489
2042883,1,1360063377097,saepulloh,1420903631397,,,,0,0,0,,,2329038
2044517,13,1360093982917,user2044517,1362879152823,,,,1,0,0,,,2331104
2045764,165,1360132934193,user2045764,1388466635847,,"Chicago, IL",,29,3,0,,,2332800
2045900,21,1360135972013,user2045900,1363079838170,,,,1,0,0,,,2332966
2046376,91,1360145222403,ionutm,1595929414533,,,,6,2,0,,,2333540
2047672,3,1360167892657,user2047672,1360188706403,,,,1,0,0,,,2335157
2051149,1501,1360247612160,ius,1683273644133,,"Berlin, Germany","<p>Senior Frontend Developer</p>
",73,2054,6,,,2339544
2051748,3,1360257445023,Tord D,1366719217740,,,"<p>I am working with auto test development</p>
",2,0,0,,,2340298
2051952,49175,1360261506233,dmahapatro,1683385138163,https://github.com/dmahapatro,"Columbus, OH","<p>Grails and Groovy Developer.</p>
<p><a href=""http://careers.stackoverflow.com/dmahapatro""><kbd><strong>Stackoverflow Careers Profile</strong></kbd></a></p>
<p><a href=""https://i.stack.imgur.com/XAO6m.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XAO6m.png"" alt=""enter image description here"" /></a></p>
",4218,1869,261,,,2340572
2052020,23,1360262945637,carriedaway,1369766749490,,,,0,0,0,,,2340652
2052853,594,1360284992057,Zi0n1,1530038693033,,,,41,73,8,,,2341720
2053484,43,1360307130257,Sina Saeedi,1679815718413,https://www.linkedin.com/in/sinasaeedi/,,,14,19,0,,,2342506
2053738,41,1360313861570,rainyjune,1363505967377,http://rainyjune.tk,,,5,0,0,,,2342815
2055369,65,1360346547640,GridIron,1635758641373,,"Georgia, USA",,10,0,0,,,2344837
2056304,31,1360375430417,hxg,1624406706180,,"California, United States",,1,12,0,,,220191
2058497,1,1360488698393,actarus,1360488698393,http://hackermaniacland.wordpress.com/,,"<p><a href=""http://gravatar.com/hackeracta"" rel=""nofollow"">http://gravatar.com/hackeracta</a></p>
",17,0,0,,,2349158
2061497,11,1360590434063,Lisa Komidar,1451919967417,,,,5,0,0,,,2353074
2063054,21,1360624348310,Lasse Reinhold,1367708810463,http://www.quicklz.comwww.exdupe.com,,,21,0,0,,,2355026
2063992,11,1360657779280,user2063992,1361185690970,,,,2,0,0,,,2356275
2064636,43,1360670500607,Parvez Khan,1507267533100,,"Pune, Maharashtra, India",,14,3,0,,,2357059
2065624,16,1360689117230,BPourkazemi,1636076271680,,,,4,59,0,,,2358296
2066516,13,1360709213193,Leandro,1675683920677,,,,1,0,0,,,2359475
2066657,444,1360713424390,user2066657,1683425312223,,Canada,"<p>Recently I've offended some sensibilities with a less-than-sunny demeanour while I work to improve the English part of this site and its sibling sites.  I've lately found myself short on time for other projects, and it was causing some strain.</p>
<p>So I'll stop.  I don't need to make someone look better forever if it'll hurt their ego for a brief moment.</p>
<p>Good luck.</p>
",96,46,10,,,1007938
2066665,1120,1360713702047,Tobias,1671634197807,,,"<p>Java/Android developer</p>
",117,88,45,,,2359674
2067422,11,1360739630060,Dilip Singh,1360760818647,,,,3,0,0,,,2360705
2069239,1,1360774849397,Delian,1435807804340,,,,3,0,0,,,2362933
2069590,155,1360781644090,MemeMe,1666900661887,,,,26,10,0,,,2363367
2069604,11,1360782051920,user2069604,1431189995953,,,,3,0,0,,,2363384
2071522,19,1360836084400,Simon,1372243903967,,,,4,0,0,,,2365821
2072234,91,1360849460573,Daniel Cintra,1678977269620,,,,10,32,0,,,2366670
2072986,43,1360862358253,Istvan Kalmanhazi,1564561565677,,,,9,3,0,,,2367580
2076976,21,1360961594127,parsifal,1360971197583,,,,5,0,0,,,2372745
2078294,424,1361016484713,Gmatkowski,1665479419250,http://gmatkowski.pl,Poland,,28,7,1,,,2374548
2079054,107,1361040878827,Patrick,1683135028880,,,,3,49,0,,,2375571
2080126,21,1361091372023,andrejt,1560797471330,,"Maribor, Slovenija",,7,0,0,,,2377086
2080141,1,1361092320167,dukem30,1361420716267,,,,1,0,0,,,2377110
2082302,149,1361171251353,COBRA.cH,1683204269400,,,"<p>Software engineer</p>
",53,157,9,,,2380110
2082620,654,1361178684927,Ariel Pinchover,1669022192713,,,,282,14,1,,,2380490
2083215,21,1361189747907,user2083215,1407397140500,,,,1,0,0,,,2381221
2084651,45,1361217532143,AD_Ben,1417801771960,,,,2,3,0,,,2383045
2086557,992,1361267982283,StarLord,1682083834323,,,,81,21,0,,,2385499
2087184,69,1361278930370,Anna,1670918557823,,Helsinki,,19,14,0,,,2386262
2088852,3,1361309277727,mejje,1683011687123,,,,6,0,0,,,2388416
